Date,Time,Latitude,Longitude,Altitude,PM2.5,PM10,Temperature,Pressure,Humidity,Wind Speed
2025-03-15,04:53:36,28.6139,77.209,539.9,42.5,45.6,29.06,958.74,45.72,13.42
2025-03-15,04:54:36,28.6139,77.209,544,37.7,43.3,20.51,959.82,77.35,0.38
2025-03-15,04:55:37,28.6139,77.209,529.5,29.5,34.8,27.79,950.09,89.95,13.35
2025-03-15,04:56:37,28.6139,77.209,501.3,31.5,45.5,26.08,950.92,78.65,1.32
2025-03-15,04:57:38,28.6139,77.209,539.5,44.1,46.2,26.68,997.22,68.55,10.99
2025-03-15,04:58:38,28.6139,77.209,516.9,9.5,11.7,32.87,959.77,67.24,0.03
2025-03-15,04:59:39,28.6139,77.209,532.4,44.2,52.4,34.62,981.05,34.16,3.73
2025-03-15,05:00:40,28.6139,77.209,534.1,24.3,42.1,37.69,1016.61,66.19,5.5
2025-03-15,05:01:40,28.6139,77.209,510.8,8.2,18.4,38.52,955.09,83.92,10.63
2025-03-15,05:02:41,28.6139,77.209,544.6,20.7,37.6,23.85,983.52,73.41,11.91
2025-03-15,05:03:41,28.6139,77.209,536.8,15.3,26.7,29.19,977.82,55.7,4.82
2025-03-15,05:04:42,28.6139,77.209,529.8,14.9,33.3,31.15,1018.08,79.97,10.1
2025-03-15,05:05:43,28.6139,77.209,536.8,46,52.4,26.33,970.57,82.58,3.92
2025-03-15,05:06:43,28.6139,77.209,509.4,26.1,41.5,23.87,994.08,68.73,9.49
2025-03-15,05:07:44,28.6139,77.209,511.1,36.9,52.6,21.93,961.75,45.28,10.25
2025-03-15,05:08:44,28.6139,77.209,505.4,7.1,26.1,39,988.15,57.45,4.05
2025-03-15,05:09:45,28.6139,77.209,548.9,31.9,45.4,21.87,1014.29,65.39,6.9
2025-03-15,05:10:46,28.6139,77.209,545.9,27.4,39.6,35.91,967.41,60.29,4.15
2025-03-15,05:11:46,28.6139,77.209,548.3,6.6,20.5,34.62,958.21,80.73,3.7
2025-03-15,05:12:47,28.6139,77.209,543.2,27.3,29.7,20.31,984.87,43.3,9.97
2025-03-15,05:13:47,28.6139,77.209,542.5,20.3,34.3,24.53,993.33,40.5,0.57
2025-03-15,05:14:48,28.6139,77.209,525.3,15.5,27.3,23.31,1007.36,81.15,6.56
2025-03-15,05:15:49,28.6139,77.209,520.6,17.7,26.8,34.08,970.35,38.39,9.95
2025-03-15,05:16:49,28.6139,77.209,519.1,45,47.2,39.09,996.96,45.5,6.2
2025-03-15,05:17:50,28.6139,77.209,529.7,38.4,44.1,29.19,961.66,67.5,2.75
2025-03-15,05:18:50,28.6139,77.209,518.7,7.5,19.7,36.2,1009.72,54.21,1.83
2025-03-15,05:19:51,28.6139,77.209,541.1,11.6,25.1,38.21,1006.79,86.93,13.61
2025-03-15,05:20:52,28.6139,77.209,526,33.7,48.7,28.72,1006.63,71.02,11.97
2025-03-15,05:21:52,28.6139,77.209,531.8,12.1,32,24.15,950.19,74.45,12.08
2025-03-15,05:22:53,28.6139,77.209,536.6,27.8,45.6,20.07,1000.63,53.95,7.76
2025-03-15,05:23:53,28.6139,77.209,504.4,38.8,48.4,36.03,982.59,76.15,10.89
2025-03-15,05:24:54,28.6139,77.209,523.6,23.8,37.4,38.87,1016.71,37.74,3.93
2025-03-15,05:25:55,28.6139,77.209,530.6,34.4,48.4,28.7,958.77,58.97,9.86
2025-03-15,05:26:55,28.6139,77.209,536.2,28.8,37.6,39.7,1019.52,84.17,7.91
2025-03-15,05:27:56,28.6139,77.209,541,14.5,25.1,29.87,1013.99,35.14,14.32
2025-03-15,05:28:56,28.6139,77.209,511,40.6,48.9,26.3,975.81,88.45,9.21
2025-03-15,05:29:57,28.6139,77.209,503.7,49,52.9,35.99,959.88,63.22,12.82
2025-03-15,05:30:57,28.6139,77.209,530.8,5.8,21.9,28.46,1007.75,70.71,9.54
2025-03-15,05:31:58,28.6139,77.209,545.4,18.6,21.7,32.8,973.88,36.6,3.12
2025-03-15,05:32:59,28.6139,77.209,547.9,26.9,38.3,36.07,1019.24,45.01,10.35
2025-03-15,05:33:59,28.6139,77.209,515.7,8.7,19.9,21.81,957.87,32.47,10.53
2025-03-15,05:35:00,28.6139,77.209,542.9,24.7,40.8,34.97,1002.13,88.17,9.36
2025-03-15,05:36:00,28.6139,77.209,542.5,17,31.7,25.57,953.47,75.09,9.29
2025-03-15,05:37:01,28.6139,77.209,509.8,14.4,29.8,33.7,986.65,75.98,6.08
2025-03-15,05:38:01,28.6139,77.209,541.9,8.6,20.4,31.82,1001.62,87.49,12.44
2025-03-15,05:39:02,28.6139,77.209,511.1,19.2,30.6,21.25,1001.86,88.64,2.23
2025-03-15,05:40:03,28.6139,77.209,536.8,17.8,30.5,28.55,1006.52,52.99,5.21
2025-03-15,05:41:03,28.6139,77.209,537.1,45.8,56.7,31.84,1019.93,47.92,2.39
2025-03-15,05:42:04,28.6139,77.209,549.2,44.7,63.5,39.32,1007.97,72.88,2.18
2025-03-15,05:43:04,28.6139,77.209,514.3,32.7,47.3,37.62,996.31,33.28,10.16
2025-03-15,05:44:05,28.6139,77.209,511.6,26.7,30.3,22.83,993.93,54.27,9.96
2025-03-15,05:45:06,28.6139,77.209,503.6,40.3,49.8,35.86,1007.43,80.13,13.52
2025-03-15,05:46:06,28.6139,77.209,509,38.5,51,25.57,954.97,62.59,7.94
2025-03-15,05:47:07,28.6139,77.209,542.7,35,41.4,24.77,998.13,84.2,1.52
2025-03-15,05:48:07,28.6139,77.209,501.1,19.6,30.2,38.95,985.84,59.81,5.7
2025-03-15,05:49:08,28.6139,77.209,539.7,25.6,28.5,35.54,978.19,52.1,3.94
2025-03-15,05:50:08,28.6139,77.209,520.6,29,38.4,39.24,1006.76,65.12,7.73
2025-03-15,05:51:09,28.6139,77.209,540.9,5.6,25,38.15,960.21,66.47,13.93
2025-03-15,05:52:10,28.6139,77.209,535.4,46.5,51.6,36.92,982.78,50.67,11.42
2025-03-15,05:53:10,28.6139,77.209,529.1,17,31,29.13,951.31,69.78,0.38
2025-03-15,05:54:11,28.6139,77.209,549.7,37.3,47,34.31,1010.27,78.35,4.53
2025-03-15,05:55:11,28.6139,77.209,539.7,10.6,24.4,31.04,996.56,60.56,3.33
2025-03-15,05:56:12,28.6139,77.209,502.4,30.8,48.7,32.05,963.96,45.69,4.65
2025-03-15,05:57:13,28.6139,77.209,502.8,10.6,27.5,35.11,1019.61,76.54,6.82
2025-03-15,05:58:13,28.6139,77.209,538.6,9.1,12.8,23.15,1004.92,80.77,11.15
2025-03-15,05:59:14,28.6139,77.209,513.7,33.9,40.7,22.67,966.45,47.75,2.6
2025-03-15,06:00:14,28.6139,77.209,518.3,26,40.8,37.71,1014.76,67.47,8.3
2025-03-15,06:01:15,28.6139,77.209,527.1,30.3,50.2,32.85,998.55,41.93,7.33
2025-03-15,06:02:16,28.6139,77.209,514.6,19.3,22.9,28.38,969.51,55.01,1.76
2025-03-15,06:03:16,28.6139,77.209,526.9,43.6,61,33.09,956.54,72.18,10.68
2025-03-15,06:04:17,28.6139,77.209,523,40.2,48.6,24.36,1002.84,75.93,3.93
2025-03-15,06:05:17,28.6139,77.209,525.1,18.8,30.2,35.55,960.63,82.17,5.49
2025-03-15,06:06:18,28.6139,77.209,507,42.7,47.3,29.59,985.1,64.26,2.17
2025-03-15,06:07:19,28.6139,77.209,523.2,41.9,51.1,25.87,1003.65,81.74,5.15
2025-03-15,06:08:19,28.6139,77.209,523.2,43.7,49.9,38.41,963.44,45.41,4.5
2025-03-15,06:09:20,28.6139,77.209,530.3,41.9,48.2,35.1,990.54,89.75,0.65
2025-03-15,06:10:20,28.6139,77.209,526.2,16.4,22.1,25.98,994.54,51.3,0.7
2025-03-15,06:11:21,28.6139,77.209,515.8,20,34,38.45,990.66,86.71,0.13
2025-03-15,06:12:21,28.6139,77.209,506.1,11.4,15.6,33.11,980.61,47.96,8.65
2025-03-15,06:13:22,28.6139,77.209,510.1,15,31.8,30.33,977.92,65.84,0.44
2025-03-15,06:14:23,28.6139,77.209,540,33.2,46.9,35.36,955.23,55.63,2.75
2025-03-15,06:15:23,28.6139,77.209,534.8,35.8,43.4,37.83,998.45,37.66,6.86
2025-03-15,06:16:24,28.6139,77.209,519.4,14.5,28.5,32.98,1009.82,32.32,1.88
2025-03-15,06:17:24,28.6139,77.209,523.8,37.3,56.1,36.15,952.01,36.51,7.51
2025-03-15,06:18:25,28.6139,77.209,508.9,11,13.4,28.86,968.19,79.48,4.58
2025-03-15,06:19:26,28.6139,77.209,518.9,14.4,28.1,21.23,968.07,49.27,0.94
2025-03-15,06:20:26,28.6139,77.209,513.9,42.9,55.2,28.94,994.66,87.48,9.95
2025-03-15,06:21:27,28.6139,77.209,549.7,15.7,27.2,33.62,994.73,58.16,0.76
2025-03-15,06:22:27,28.6139,77.209,539.6,14.8,18.8,34.96,978.64,35.21,8.54
2025-03-15,06:23:28,28.6139,77.209,548,41.9,52.9,30.31,1007.97,39.58,0.28
2025-03-15,06:24:28,28.6139,77.209,535.4,46.8,58.7,30.76,975.48,49.11,8.01
2025-03-15,06:25:29,28.6139,77.209,526.2,9.8,23.6,33.56,995.51,66.92,7.54
2025-03-15,06:26:29,28.6139,77.209,522,28.1,37.4,31.95,971.51,62.45,2.65
2025-03-15,06:27:30,28.6139,77.209,515.6,48.5,67,20.31,974.54,73.45,0.15
2025-03-15,06:28:31,28.6139,77.209,526.3,44.6,53.7,34.91,962.39,82.78,11.71
2025-03-15,06:29:31,28.6139,77.209,544.9,24.2,40.8,27.14,994.76,58.53,12.04
2025-03-15,06:30:32,28.6139,77.209,519.4,33.3,45.6,23.65,973.83,64.76,1.1
2025-03-15,06:31:32,28.6139,77.209,547,42.8,55.5,28.41,970.42,39.38,14.78
2025-03-15,06:32:33,28.6139,77.209,510.2,37.7,39.8,22.08,971.79,35.2,4.52
2025-03-15,06:33:33,28.6139,77.209,502.3,29.1,38,31.33,976.63,53.32,12.18
2025-03-15,06:34:34,28.6139,77.209,545.1,10.2,21.2,39.94,998.99,62.37,8.52
2025-03-15,06:35:35,28.6139,77.209,511.7,35.3,54.8,30.89,1003.21,83.71,5.2
2025-03-15,06:36:35,28.6139,77.209,522.2,41.3,57.7,39.76,996.67,54.13,10.23
2025-03-15,06:37:36,28.6139,77.209,536.8,39.8,58.9,31.24,952.14,63.66,14.54
2025-03-15,06:38:36,28.6139,77.209,513.8,40.1,56.1,20.3,968.68,87.59,4.28
2025-03-15,06:39:37,28.6139,77.209,512.4,14.7,22.7,38.2,997.72,62.88,9.76
2025-03-15,06:40:37,28.6139,77.209,510.8,22.9,28,31.05,962.15,36.39,9.79
2025-03-15,06:41:38,28.6139,77.209,536.9,37.2,52.5,39.06,984.08,87.95,2.24
2025-03-15,06:42:39,28.6139,77.209,525.5,43,49.8,22.59,963.43,83.38,7.44
2025-03-15,06:43:39,28.6139,77.209,512.9,9.4,23.9,31.34,995.41,39.38,8.99
2025-03-15,06:44:40,28.6139,77.209,525.3,46.2,58.2,23.08,968.43,45.46,8.63
2025-03-15,06:45:40,28.6139,77.209,535.3,16.6,27,37.63,971.14,84.19,6.81
2025-03-15,06:46:41,28.6139,77.209,536.2,20.7,23.7,31.15,960.75,48.86,10.1
2025-03-15,06:47:41,28.6139,77.209,549.5,31.9,41.4,31.84,953.62,78.47,3.58
2025-03-15,06:48:42,28.6139,77.209,525.1,36.5,40.7,35.43,968.86,53.47,0.88
2025-03-15,06:49:43,28.6139,77.209,540.9,5.2,11.4,31.47,1018.21,34.18,10.16
2025-03-15,06:50:43,28.6139,77.209,503,9.2,11.3,29.88,983.39,30.42,2.85
2025-03-15,06:51:44,28.6139,77.209,525.8,29,39.7,23.34,1003.94,71.72,10.57
2025-03-15,06:52:44,28.6139,77.209,541.7,25.3,29,37.35,1006.83,44.77,1.37
2025-03-15,06:53:45,28.6139,77.209,539.3,23,31.8,27.08,1003.66,88.47,1.78
2025-03-15,06:54:45,28.6139,77.209,529.6,24.1,38.2,34.52,1008.43,56.35,1.18
2025-03-15,06:55:46,28.6139,77.209,530.5,32.6,42,24.67,1017.28,48.19,4.84
2025-03-15,06:56:46,28.6139,77.209,501.4,35.2,52.1,27.9,979.01,43.39,11.33
2025-03-15,06:57:47,28.6139,77.209,519,44.7,49.7,29.98,990.08,51.41,1.68
2025-03-15,06:58:47,28.6139,77.209,528.5,6.6,26.5,20.02,1013.78,30.51,12.21
2025-03-15,06:59:48,28.6139,77.209,515.8,16.7,30.2,26.61,983.73,86.05,14.53
2025-03-15,07:00:49,28.6139,77.209,546.8,11.5,17.1,23.18,1000.82,47.87,6.83
2025-03-15,07:01:49,28.6139,77.209,501.7,49.8,55.6,30.1,1014.09,86.2,0.32
2025-03-15,07:02:50,28.6139,77.209,524.2,25.9,38,25.85,1007.95,59.83,11.6
2025-03-15,07:03:51,28.6139,77.209,535.8,33.7,45.7,30.07,1003.1,51.25,2.87
2025-03-15,07:04:51,28.6139,77.209,531.1,11.2,21.6,24.51,965.69,30.67,7
2025-03-15,07:05:52,28.6139,77.209,540.4,11.5,28.5,33.6,960,41.21,6.37
2025-03-15,07:06:52,28.6139,77.209,545.4,42.3,55.3,27.27,1006.58,38.68,11.75
2025-03-15,07:07:53,28.6139,77.209,510.6,10.6,12.9,37.06,1001.88,35.49,9.66
2025-03-15,07:08:54,28.6139,77.209,545.8,43,49.3,24.81,976.93,79.47,7.36
2025-03-15,07:09:54,28.6139,77.209,504.8,37.7,56.8,23.82,1002.78,79.36,9.29
2025-03-15,07:10:55,28.6139,77.209,539.9,22.3,27.2,21.81,996.15,82.85,10.97
2025-03-15,07:11:55,28.6139,77.209,516.2,6.1,22.2,31.82,950.59,79.93,5.73
2025-03-15,07:12:56,28.6139,77.209,502.9,25.3,27.8,31.14,993.04,59.87,9.37
2025-03-15,07:13:57,28.6139,77.209,518.6,22.5,31.2,26.52,961.63,64.56,9.08
2025-03-15,07:14:57,28.6139,77.209,529.8,20.3,36.3,30.84,965.66,38.89,7.62
2025-03-15,07:15:58,28.6139,77.209,518.2,24.1,39.2,39.92,1009.3,88.88,10.9
2025-03-15,07:16:58,28.6139,77.209,500.4,35.2,55.2,22.04,956.28,77.53,2.2
2025-03-15,07:17:59,28.6139,77.209,542,18.1,28.1,32.36,1015.82,56.13,14.35
2025-03-15,07:18:59,28.6139,77.209,506.2,40.8,50.5,25.21,991.35,78.68,13.53
2025-03-15,07:20:00,28.6139,77.209,526.6,6.2,9.7,38.52,957.08,72.89,4.71
2025-03-15,07:21:01,28.6139,77.209,500.6,36,45.7,20.38,991.92,88.41,13.17
2025-03-15,07:22:01,28.6139,77.209,547,28.3,45.1,28.36,996.97,78.32,14.51
2025-03-15,07:23:02,28.6139,77.209,536.2,24.5,33,28.63,992.64,76.91,3.24
2025-03-15,07:24:02,28.6139,77.209,503.7,20.7,22.7,31.67,992.03,60.03,10.49
2025-03-15,07:25:03,28.6139,77.209,523.3,49.8,68.1,30.84,978.03,59.09,0.65
2025-03-15,07:26:04,28.6139,77.209,542.7,47,52.9,25.53,995.47,58.66,1.74
2025-03-15,07:27:04,28.6139,77.209,528,45.6,47.6,28.51,968.56,40.33,1.29
2025-03-15,07:28:05,28.6139,77.209,537.3,10,27.1,38.32,997.58,49.92,14.75
2025-03-15,07:29:05,28.6139,77.209,501.4,24.1,30.7,34.18,959.45,43.29,12.57
2025-03-15,07:30:06,28.6139,77.209,504.4,29.5,39.3,21.12,994.51,32.61,14.69
2025-03-15,07:31:06,28.6139,77.209,543.1,45.5,54.7,31.51,980.13,79.64,11.26
2025-03-15,07:32:07,28.6139,77.209,510.7,44.8,56.5,31.69,970.07,47.6,12.63
2025-03-15,07:33:08,28.6139,77.209,519,37.1,51.3,25.32,966.08,59.11,2.06
2025-03-15,07:34:08,28.6139,77.209,504.5,43.2,49.2,26.61,1012.51,33.41,10
2025-03-15,07:35:09,28.6139,77.209,507.7,5.3,7.8,29.99,955.03,70.73,3.7
2025-03-15,07:36:09,28.6139,77.209,518,36.6,55.2,35.4,1016.36,48.4,4.35
2025-03-15,07:37:10,28.6139,77.209,546,38.3,45.9,23.09,977.66,51.71,4.87
2025-03-15,07:38:11,28.6139,77.209,517.8,7.7,25.5,28.42,987.98,47.79,2.35
2025-03-15,07:39:11,28.6139,77.209,538.9,30.1,46.2,20.27,952.71,83.15,0.22
2025-03-15,07:40:12,28.6139,77.209,543.4,36.4,44.7,39.3,1016.33,61.49,4.19
2025-03-15,07:41:13,28.6139,77.209,517,22.6,27.1,31.33,972.97,41.04,6.37
2025-03-15,07:42:13,28.6139,77.209,501.4,16.2,18.7,21.3,955.37,40.12,6.05
2025-03-15,07:43:14,28.6139,77.209,510.1,37.6,44,25.7,976.83,59.29,14.79
2025-03-15,07:44:14,28.6139,77.209,534.5,12,17.3,28.67,976.91,46.12,5.88
2025-03-15,07:45:15,28.6139,77.209,503.8,14.8,17.6,34.57,1017.91,43.94,8.96
2025-03-15,07:46:15,28.6139,77.209,515.8,24.3,27.8,27.31,980.03,75.77,9.62
2025-03-15,07:47:16,28.6139,77.209,528.9,40,56.4,21.95,956.94,56.64,6.3
2025-03-15,07:48:17,28.6139,77.209,539,49.8,68.3,38.85,956.31,74.69,3.72
2025-03-15,07:49:17,28.6139,77.209,542.6,15.5,22.4,25.74,981.08,89.86,2.27
2025-03-15,07:50:18,28.6139,77.209,548.2,25.2,40.1,23.89,952.17,58.63,0.4
2025-03-15,07:51:18,28.6139,77.209,535.4,40.9,49.6,24.43,1013.19,74.38,8.58
2025-03-15,07:52:19,28.6139,77.209,527.2,14.8,17.7,35.61,1004.01,57.03,5.4
2025-03-15,07:53:20,28.6139,77.209,522.7,31.8,46.8,39,998.94,68.74,4.49
2025-03-15,07:54:20,28.6139,77.209,527.1,7.7,22.8,38.57,995.85,70.56,5.38
2025-03-15,07:55:21,28.6139,77.209,533.1,19.8,23.1,36.85,960.88,38.67,4.24
2025-03-15,07:56:21,28.6139,77.209,522.8,15.4,34,30.94,982.64,72.93,5.58
2025-03-15,07:57:22,28.6139,77.209,545.6,12.2,27.4,38.27,1005.33,44.61,14.27
2025-03-15,07:58:23,28.6139,77.209,531.8,20.2,36.1,20.94,1012.04,80.89,5.27
2025-03-15,07:59:23,28.6139,77.209,532.3,29.1,35.4,33.61,950.87,38.3,6.88
2025-03-15,08:00:24,28.6139,77.209,541,31.8,45.3,22.93,958.72,51.03,10.95
2025-03-15,08:01:25,28.6139,77.209,548.4,36.8,39,31.52,1007.71,67.81,14.8
2025-03-15,08:02:25,28.6139,77.209,539.2,21,26.8,23.57,966.74,55.28,13.18
2025-03-15,08:03:26,28.6139,77.209,540.9,33.6,42.3,27.6,1017.66,59.8,11.39
2025-03-15,08:04:26,28.6139,77.209,548.8,34,52.7,34.56,958.97,57.64,4.14
2025-03-15,08:05:27,28.6139,77.209,538.4,35.5,52.9,21.37,1011.95,82.69,5.42
2025-03-15,08:06:28,28.6139,77.209,531.3,44.4,58,22.28,970.33,85.59,3
2025-03-15,08:07:28,28.6139,77.209,532.7,36.5,45.5,27.24,975.99,53.25,7.74
2025-03-15,08:08:29,28.6139,77.209,529,31.6,42.5,31.95,991.46,39.21,1.33
2025-03-15,08:09:29,28.6139,77.209,510.3,36.9,40.8,36.37,1018.91,37.27,13.04
2025-03-15,08:10:30,28.6139,77.209,507.4,40.7,43,33.81,1008.63,84.71,1.38
2025-03-15,08:11:30,28.6139,77.209,506.5,19,24.5,24.88,953.46,76.55,4.24
2025-03-15,08:12:31,28.6139,77.209,521.3,11.5,31.5,35.54,964.51,79.31,8.3
2025-03-15,08:13:32,28.6139,77.209,525,28.7,44.9,36.97,1000.73,56.22,10.61
2025-03-15,08:14:32,28.6139,77.209,508.7,9.3,15.3,33.79,1007.4,80.21,8.43
2025-03-15,08:15:33,28.6139,77.209,503.6,13.9,18.9,21.14,1000.37,84.9,8.42
2025-03-15,08:16:34,28.6139,77.209,502.7,24.2,41,22.21,995.32,61.15,10.93
2025-03-15,08:17:34,28.6139,77.209,543,8.2,12.5,24.65,1019.69,75.62,13.59
2025-03-15,08:18:35,28.6139,77.209,540.2,17.8,28.1,30.53,955.1,39.67,11.52
2025-03-15,08:19:35,28.6139,77.209,517.9,17.1,34.6,24.29,1012.2,49.66,6.23
2025-03-15,08:20:36,28.6139,77.209,540.3,21.4,25.9,29.67,1002.08,65.93,11.1
2025-03-15,08:21:37,28.6139,77.209,500.3,42.6,50,38.9,1011.75,62.26,9.95
2025-03-15,08:22:37,28.6139,77.209,543.9,39.1,45.4,30.57,986.6,83.65,13.85
2025-03-15,08:23:38,28.6139,77.209,524.5,17.5,36.1,36.79,1000.11,67.79,12.7
2025-03-15,08:24:38,28.6139,77.209,518.5,14.3,17.7,29.78,984.23,41.48,8.2
2025-03-15,08:25:39,28.6139,77.209,541.6,25.9,42.1,29.29,958.34,61.69,4.4
2025-03-15,08:26:40,28.6139,77.209,520.8,10.3,27.2,27.76,980.07,34.54,8.72
2025-03-15,08:27:40,28.6139,77.209,509.1,26.7,39.8,35.08,966.46,81.7,9.98
2025-03-15,08:28:41,28.6139,77.209,515.7,43.1,56.4,31.18,1009.54,36.93,5.12
2025-03-15,08:29:41,28.6139,77.209,537.3,21.6,31.5,24.98,986.94,59.81,4.07
2025-03-15,08:30:42,28.6139,77.209,541.7,48,57.1,32.8,1017.25,54.97,7.87
2025-03-15,08:31:43,28.6139,77.209,527.7,39.9,56.3,33.64,999.55,84.81,13.35
2025-03-15,08:32:43,28.6139,77.209,521.9,32.5,49.2,21.15,989.88,40.82,1.38
2025-03-15,08:33:44,28.6139,77.209,537.7,23,36.4,38.72,1019.59,62.67,12.27
2025-03-15,08:34:44,28.6139,77.209,526.3,37.9,49.9,20.33,1010.17,52.61,12.46
2025-03-15,08:35:46,28.6139,77.209,507.3,46.3,57.6,36.45,950.48,33.19,3.67
2025-03-15,08:36:46,28.6139,77.209,507.5,12.6,18,35.21,958.39,41.06,13.2
2025-03-15,08:37:47,28.6139,77.209,513,8.7,14.5,27.42,1002.5,41.25,9.29
2025-03-15,08:38:48,28.6139,77.209,529.8,21.1,39.4,34,956.87,54.01,13.22
2025-03-15,08:39:48,28.6139,77.209,502.5,32,49.3,21.15,962.04,41.27,12.38
2025-03-15,08:40:49,28.6139,77.209,545.2,37.7,48.9,20.16,1014.94,59.08,12.62
2025-03-15,08:41:49,28.6139,77.209,509.1,36.5,55.4,33.58,952.96,59.2,8.36
2025-03-15,08:42:50,28.6139,77.209,527.5,14.8,30.3,22.68,962.16,52.04,11.57
2025-03-15,08:43:50,28.6139,77.209,546.6,45.8,56.7,35.87,1001.55,62.48,12.85
2025-03-15,08:44:51,28.6139,77.209,507.1,10.5,22.7,39.99,979.24,61.11,12.85
2025-03-15,08:45:52,28.6139,77.209,516.6,17.6,33.4,20.26,1002.97,33.53,14.84
2025-03-15,08:46:53,28.6139,77.209,506.1,21.7,24.9,26.67,1003.62,51.25,1.08
2025-03-15,08:47:53,28.6139,77.209,539.4,44.2,57.8,37.3,1010.21,63.03,0.11
2025-03-15,08:48:55,28.6139,77.209,513.2,21.1,37.8,25.38,1014.35,85.36,6.84
2025-03-15,08:49:55,28.6139,77.209,500,23.1,42.7,31.33,957.71,72.14,3.19
2025-03-15,08:50:56,28.6139,77.209,538.1,45.2,61.6,32.11,975.2,32.99,4.28
2025-03-15,08:51:56,28.6139,77.209,519.3,6.6,19.9,21.68,979.53,31.62,9.51
2025-03-15,08:52:57,28.6139,77.209,504.5,16.1,28.7,28.09,1008.86,75.96,11.31
2025-03-15,08:53:57,28.6139,77.209,528.7,40.3,43.1,36,977.66,59.65,11.2
2025-03-15,08:54:58,28.6139,77.209,541.8,17.4,21.5,20.63,955.46,46.74,11.63
2025-03-15,08:55:59,28.6139,77.209,536.5,48.1,56.3,31.08,986.8,31.53,3.56
2025-03-15,08:56:59,28.6139,77.209,520.9,47.2,60.2,29.08,959.39,52.78,5.09
2025-03-15,08:58:00,28.6139,77.209,501.8,38.3,53,34.23,967.74,47.21,10.03
2025-03-15,08:59:00,28.6139,77.209,515.7,23,36.2,28.47,1007.94,77.11,7.59
2025-03-15,09:00:01,28.6139,77.209,502.9,27.2,44.3,33.32,984.56,80.71,1.12
2025-03-15,09:01:02,28.6139,77.209,531.4,5.5,24.3,36.51,952.79,50.44,8.19
2025-03-15,09:02:02,28.6139,77.209,511.4,5.3,16.8,33.1,1010.02,70.93,4.82
2025-03-15,09:03:03,28.6139,77.209,512.6,27.1,42.6,35.04,1006.89,44.18,6.88
2025-03-15,09:04:04,28.6139,77.209,502.9,35.2,38.5,38.16,970.9,85.12,14.57
2025-03-15,09:05:04,28.6139,77.209,538.6,23.8,30.6,26.28,1017.47,53.79,12.92
2025-03-15,09:06:05,28.6139,77.209,549.5,29.4,40.6,30.05,954.41,36.94,0.12
2025-03-15,09:07:06,28.6139,77.209,512.3,36.1,43.6,36.57,1005.53,58.42,10.49
2025-03-15,09:08:06,28.6139,77.209,510.6,17.9,29.5,28.04,953.84,50.24,8.02
2025-03-15,09:09:07,28.6139,77.209,527.5,23.8,28.1,39.9,959.02,75.48,10.89
2025-03-15,09:10:08,28.6139,77.209,517.6,29.1,38.8,30.18,994.29,64.48,8.14
2025-03-15,09:11:08,28.6139,77.209,536,36.2,53.2,35.46,991.98,63.57,7.7
2025-03-15,09:12:09,28.6139,77.209,515.4,39.7,49.1,36.99,984.57,64.59,12.68
2025-03-15,09:13:10,28.6139,77.209,508.6,44.8,48.6,23.48,1015.91,39.69,4.54
2025-03-15,09:14:10,28.6139,77.209,529.4,31.8,36.1,25.61,1000.04,40.28,0.58
2025-03-15,09:15:11,28.6139,77.209,528.1,41.6,52.4,27.82,995.83,79.39,13.55
2025-03-15,16:31:19,28.6139,77.209,547.2,47.4,57.5,36.42,977.81,53.13,10.42
2025-03-15,16:32:20,28.6139,77.209,537.2,45.9,52.5,37.25,961.35,49.48,8.12
2025-03-15,16:33:21,28.6139,77.209,503.3,45.4,65.1,32.62,983.8,87.04,8.08
2025-03-15,16:34:22,28.6139,77.209,537.2,18.1,20.9,24.92,1011.34,69.22,12.41
2025-03-15,16:35:23,28.6139,77.209,500,26.4,29.6,30.51,957.07,46.3,7.77
2025-03-15,16:36:24,28.6139,77.209,503.1,22.9,28.9,33.55,955.46,51.28,1.74
2025-03-15,16:37:24,28.6139,77.209,501.7,35.5,49.6,22.68,952.03,72.67,4.19
2025-03-15,16:38:25,28.6139,77.209,507.1,22.2,26.1,27.15,950.88,38.79,4.15
2025-03-15,16:39:26,28.6139,77.209,510.7,5.4,14,24.15,987.3,63.34,2.66
2025-03-15,16:40:26,28.6139,77.209,517.5,24.2,39.5,25.02,976.5,46.95,13.02
2025-03-15,16:41:27,28.6139,77.209,514,41.9,53.8,35.97,977.04,33.54,12.69
2025-03-15,16:42:28,28.6139,77.209,507.3,16.1,23.7,34.05,985.5,63.09,0.2
2025-03-15,16:43:29,28.6139,77.209,525,34.4,42.9,33.56,969.21,65.32,8.92
2025-03-15,16:44:29,28.6139,77.209,503.7,26.4,32.4,32.56,984.82,47.01,1.53
2025-03-15,16:45:30,28.6139,77.209,518.6,20.5,29.1,23.91,950.81,87.97,0.54
2025-03-15,16:46:30,28.6139,77.209,527.7,48.6,59.9,22.42,1009.65,85.49,5.06
2025-03-15,16:47:31,28.6139,77.209,505.7,30,34.4,28.43,1010.75,54.61,11.25
2025-03-15,16:48:32,28.6139,77.209,529.7,34.7,41.8,37.65,950.86,79.39,8.51
2025-03-15,16:49:32,28.6139,77.209,545.9,5.9,16.9,31.21,993.96,32.55,4.04
2025-03-15,16:50:33,28.6139,77.209,540.2,21.8,39.1,21.96,968.79,74.13,8.75
